,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000040340,4.01,0.59,2.08,1.02,1.24,1.88,1.42,1.82
ENSMUSG00000047264,8.76,9.95,10.77,9.04,6.16,9.79,8.81,10.23
ENSMUSG00000004567,8.54,10.84,12.73,7.5,10.85,8.52,8.25,11.04
ENSMUSG00000004565,13.98,17.29,19.05,10.66,15.18,13.59,10.53,15.77
ENSMUSG00000065952,0.72,1.38,0,0.24,0,0.8,0.25,0.1
ENSMUSG00000066902,8.11,1.11,2.6,5.37,3.11,1.92,1.6,0.62
ENSMUSG00000044433,5.72,3.6,5.01,4.33,5,5.6,2.9,3.23
ENSMUSG00000019470,13.45,20.35,21.72,15.56,16.78,16.1,10.75,15.29
ENSMUSG00000084603,1.53,0,0,2.03,0,1.69,0,0
ENSMUSG00000087687,6.15,4.82,11.16,9.82,5.83,8.19,10.94,10.61
ENSMUSG00000004630,1.09,0.52,0,1.45,0.55,0.3,0.5,0.29
ENSMUSG00000004626,1.2,0.92,1.69,1.59,0.24,0.4,0.06,0.58
ENSMUSG00000012705,0,0,0,0.21,1.06,0.17,0.15,0
ENSMUSG00000108859,5.25,1.26,0,0.87,0,0,0,0
ENSMUSG00000013974,1.34,3.53,0,1.11,0,1.29,0.77,0.36
ENSMUSG00000089665,5.1,0,2.87,1.69,0.86,0,0.59,0
ENSMUSG00000109277,0,2.74,0,1.26,1.28,3.16,0,0.51
ENSMUSG00000108888,0,0,0.53,0.93,0.95,0.26,0,0
ENSMUSG00000040236,5.15,5.22,8.9,5.35,5.63,4.79,5.99,5.61
ENSMUSG00000005540,2.59,1.39,0,0.43,0.87,0.98,0,0.35
ENSMUSG00000074491,1.63,2.53,0.23,1.21,0.27,0.9,0.28,1.19
ENSMUSG00000089956,3.49,0,0,0.46,0,0.77,0,0
ENSMUSG00000084633,0,0,0,0,0,0,0,0
ENSMUSG00000031494,1.58,0.3,0,0.63,0,0.52,0.15,0.17
ENSMUSG00000076952,9.01,0,0,8.95,0,4.98,0,0
ENSMUSG00000088025,5.17,0,0,0,3.48,0,0.79,0
ENSMUSG00000074485,0,3.19,0,0,0,0,0.77,0
ENSMUSG00000040197,0.83,0.27,0,1.1,0,0.31,0.26,0
ENSMUSG00000031495,5.44,1.04,0,0.72,0.73,1.2,0,0.58
ENSMUSG00000065987,2.84,1.36,0,1.72,0,0.65,0,0
ENSMUSG00000040165,1.75,1.2,0,0.5,1.01,0,0,0.8
ENSMUSG00000097657,1.04,0.5,0,0.11,0.12,0.29,0.32,0
ENSMUSG00000109267,0,0,0,2.32,0,0,0,1.87
ENSMUSG00000109377,6.93,0,0,0,0,0.77,0,0
ENSMUSG00000109512,2.54,1.62,0,3.92,0,1.4,2.34,2.26
ENSMUSG00000109255,0,6.75,0,0,2.96,0.49,0,1.88
ENSMUSG00000074482,1.09,1.57,1.23,0.36,1.46,0.3,0.25,0.87
ENSMUSG00000097544,4.22,0,0,0,0.47,0,0,0
ENSMUSG00000051906,1.01,0.24,0,0.33,0.51,0.14,0.23,0
ENSMUSG00000084639,0,1.89,0,1.31,0,0,0,0
ENSMUSG00000079168,1.25,1.86,0,0.37,0.09,0.38,0.25,0.74
ENSMUSG00000086805,1.77,0.85,0.2,0.23,0.36,1.27,0.41,0.19
ENSMUSG00000011832,9.68,11.63,11.84,11.23,13.68,12.83,11.31,10.03
ENSMUSG00000064125,0.41,0.78,0,0.47,1.03,0.85,0.28,0.66
ENSMUSG00000046589,1.94,1.04,0,0.72,0.57,0.6,0.11,0.84
ENSMUSG00000002948,9.14,8.88,12.85,6.92,8.34,11.18,8.65,11.73
ENSMUSG00000109061,0,0,0,0,0,0,0,0
ENSMUSG00000089736,0,0.65,1.15,0.45,1.61,1.13,0.39,0.27
ENSMUSG00000011837,4.81,5.69,6.52,7.49,4.75,6.09,6.11,6.65
ENSMUSG00000048644,1.65,0.4,3.94,1.37,0.28,0.68,0.76,0.22
ENSMUSG00000002949,19.66,22.36,22.41,14.56,17.61,21.94,13.37,17
ENSMUSG00000087876,0,0,0,0,0,0,0,2.82
ENSMUSG00000040028,16.6,16.41,18.29,17.1,18.97,18.92,14.47,16.2
ENSMUSG00000023235,4.03,4.63,5.29,5.34,8.26,4.6,2.87,6
ENSMUSG00000108818,0,0,0,0,0,0,0,0
ENSMUSG00000109356,6.67,0.58,0,2.81,3.67,0.67,0,0
ENSMUSG00000109241,0,0,0,0,0,1.35,0,0
ENSMUSG00000109397,0,0,0,0.37,0.57,0.16,0,0.15
ENSMUSG00000108860,2.39,0,0,0,0,0.66,0,0
ENSMUSG00000008206,3.96,4.81,3.94,3.19,2.49,2.95,2.42,3.47
ENSMUSG00000102201,14.02,0,0,1.55,0,0,0,0
ENSMUSG00000108829,0,0,0,0.66,0,0,0,1.06
ENSMUSG00000058748,5.92,7.09,10.11,7.01,8.24,5.37,4.18,5.31
ENSMUSG00000109489,1.8,0.34,3.23,0.24,0.72,1.59,0.33,1.92
ENSMUSG00000109448,4.83,2.31,2.72,1.6,2.43,0.67,1.67,1.94
ENSMUSG00000048484,1.21,0,0,1.2,2.44,3.34,1.39,0.32
ENSMUSG00000097308,0.45,2.17,0.76,0.3,0.61,1,0,0.24
ENSMUSG00000109055,1.65,4.74,0,0.55,0.55,0.91,0.38,0
ENSMUSG00000108962,4.33,2.07,0,0,0,1.2,0,2.31
ENSMUSG00000022322,0.79,0.68,0.09,0.68,0.27,0.18,0.4,0.21
ENSMUSG00000109462,0,0,0,2.91,7.37,0,0,1.17
ENSMUSG00000109034,0,10.19,0,0,2.38,5.88,0,0
ENSMUSG00000095600,5.38,0,0.76,0,0,0,0,2.16
ENSMUSG00000109063,0,7.33,0,0,0,0,0,0
ENSMUSG00000062152,0,0,0,1.37,0,0,0,1.66
ENSMUSG00000096219,0,0,0,5.57,0,0,0,0
ENSMUSG00000109295,0.88,0.56,0,0.97,0.2,0.32,0,1.26
ENSMUSG00000023073,0.84,1.38,0,0.24,0.08,0.07,0,0.06
ENSMUSG00000109181,1.92,1.1,0.22,1.27,0.26,0.21,0.71,0
ENSMUSG00000064507,0,12.08,0,8.35,0,0,0,0
ENSMUSG00000109313,0,1.04,0,2.16,0,2.4,0,0.58
ENSMUSG00000109266,6.44,5.61,0,4.27,0.79,1.62,0,0.94
ENSMUSG00000043192,0,0.33,0.2,2.08,0,0.39,0,0.56
ENSMUSG00000093281,14.5,0,0,0,0,4,6.67,0
ENSMUSG00000109069,0.67,3.22,0,2.68,3.17,1.12,0,0.36
ENSMUSG00000109518,1.43,0,0,0,0.96,0,0,0.38
ENSMUSG00000109534,0.3,0.43,0,0.2,0,0.16,0,0
ENSMUSG00000088255,0,0,0,0,0,0,0,0
ENSMUSG00000109543,2.98,1.43,0,3.94,0,2.47,0,0
ENSMUSG00000109457,18.19,5.81,0,4.02,10.18,5.02,0,0
ENSMUSG00000109463,0,0,0,0,0,0,0,0
ENSMUSG00000108852,0,0.45,0,0,0,0,0,0.25
ENSMUSG00000109538,0,2.42,0,0,0,0,0,1.35
ENSMUSG00000108914,3.76,7.2,0,13.7,2.53,0,0,0
ENSMUSG00000092092,0,0,0,0,0,0,0,0
ENSMUSG00000093992,9.35,0,5.26,0,6.28,0,0,0
ENSMUSG00000109260,0.83,0,0,0,0,0.23,0.38,0
ENSMUSG00000098667,7.54,0,0,0,0,0,0,0
ENSMUSG00000098978,0,9.49,0,1.64,0,0,0,0
ENSMUSG00000077378,0,3.71,0,2.57,0,0,0,2.07
ENSMUSG00000099890,0.5,0.56,0,0.11,0.51,0.23,0.04,0
ENSMUSG00000109316,1.29,1.86,0,0.53,0.87,0.09,0.07,0.35
ENSMUSG00000109127,0.71,1.35,0,1.75,0.36,0.49,0,1.6
ENSMUSG00000109566,3.41,0.65,0,0.9,1.83,0.38,0,0
ENSMUSG00000109134,0.66,1.26,0,0,0,0.18,0,0.18
ENSMUSG00000109056,1.39,0.89,0.39,2.15,0.47,1.15,0.43,1.36
ENSMUSG00000109515,0,2.54,0,0.54,0.41,0.11,0.09,0.22
ENSMUSG00000108913,0.89,2.57,0,0,0,1.48,0,0
ENSMUSG00000108941,0.85,1.63,0,3.39,0,2.82,0,0
ENSMUSG00000108932,1.01,1.3,0,0.45,0.91,0.56,0,0.36
ENSMUSG00000109436,0,2.95,0,0,3.11,1.7,0,0
ENSMUSG00000001300,9.41,8.32,14.19,8.46,7.65,8.99,7.59,7.88
ENSMUSG00000108912,2.88,2.11,4.53,3.65,3.87,2.62,2.69,4.12
ENSMUSG00000109568,8.47,7.34,5.9,5.61,6.23,4.68,3.9,4.31
ENSMUSG00000109438,2.59,2.59,4.04,3.98,4.27,3.84,2.6,2.58
ENSMUSG00000040467,0.48,0,0,0,0.16,0.26,0,0.51
ENSMUSG00000040459,62.83,82.05,99.74,60.13,75.03,71.51,54.36,73.5
ENSMUSG00000098917,0,0,0,0,0,0,0,0
ENSMUSG00000109117,0.44,0,0,1.46,0,0,0,0.24
ENSMUSG00000109190,1.72,3.7,0,0.28,1.15,0.47,0,0.69
ENSMUSG00000109371,1.29,4.41,0,1.95,0.12,1.22,0,0
ENSMUSG00000109062,1.45,0,0,0,0,0.27,0,0
ENSMUSG00000109346,1.32,7.58,0,0,0,0,0,0
ENSMUSG00000108848,1.17,0.28,0,0.19,0,0.08,0.07,0
ENSMUSG00000109215,1.74,3.66,0,0.92,0,0.96,0,0.19
ENSMUSG00000109124,4.2,6.9,0,1.19,2.02,0.66,0,0.96
ENSMUSG00000109064,2.29,1.75,0,0.3,0.31,0,0,0
ENSMUSG00000079157,0.92,0.88,0,0.61,0.26,0.46,0.18,0.12
ENSMUSG00000109040,0,0.22,0,0.31,0.08,0.45,0.48,0
ENSMUSG00000109286,1.55,0.49,0,0,0.23,0.1,0,0
ENSMUSG00000109385,0.46,0.22,0,0.53,0.15,0.38,0,0.12
ENSMUSG00000109551,1.18,0.45,0,0.16,0,0.39,0.11,0
ENSMUSG00000064618,0,0,0,0,0,2.34,0,0
ENSMUSG00000109359,0.27,0,0,0.18,0.18,0.6,0.13,0.29
ENSMUSG00000109418,2.43,1.55,0,1.25,0,0.74,0,0.43
ENSMUSG00000109529,1.46,1.86,0,2.41,1.63,0.67,0,0.26
ENSMUSG00000109139,1.45,0,0,0.14,0.42,0,0,0
ENSMUSG00000109095,0,0,0,0.83,0.56,0,0,0
ENSMUSG00000109162,1.69,0,0,0.15,0.08,0,0,0.18
ENSMUSG00000108918,1.31,1.25,0,0.69,0,0,0.12,0.56
ENSMUSG00000105098,0,0,0,0,0,0,0,0
ENSMUSG00000109183,0,5.44,0,0,0.76,0.63,0.52,0
ENSMUSG00000067627,7.41,0,0,2.45,2.49,0,0,0
ENSMUSG00000095279,1.41,1.58,0,0.47,0.63,0,0,0
ENSMUSG00000049717,2.79,2.58,2.27,2.99,2.65,4.73,2.57,1.95
ENSMUSG00000040396,7.23,4.71,7.42,6,8.09,8.46,5.76,6.69
ENSMUSG00000031497,3.35,3.21,3.44,2.27,2.69,3.34,2.45,3.15
ENSMUSG00000109054,0.32,0.46,0,0.43,0.22,0.18,0.15,0.26
ENSMUSG00000109545,11.69,8.71,0,4.3,0.87,2.15,0,0.69
ENSMUSG00000039057,2.21,0.91,0.89,2.05,1.32,1.75,1.83,0.51
ENSMUSG00000109258,0,0,0,0,0.24,0,0,0.19
ENSMUSG00000109503,0.99,3.8,0,0.66,0,1.1,0,0
ENSMUSG00000109432,1.05,2.01,0,0.7,2.12,0,0,0.56
ENSMUSG00000109067,1.09,3.12,0,0,0,2.4,0,0
ENSMUSG00000108997,0,0,0,0,4.62,0,0,0
ENSMUSG00000109271,1.24,0,0,0,0.83,3.08,0,0
ENSMUSG00000096258,1.13,0,0,0,1.52,0,0,0
ENSMUSG00000108961,4.01,1.79,0.6,0.71,0.36,0.74,0,1.14
ENSMUSG00000109473,1.78,0.78,0.36,1.29,1.09,0.98,0,0.61
ENSMUSG00000108969,5.05,4.84,0,4.18,5.09,3.49,2.9,0
ENSMUSG00000109291,1.96,2.63,2.86,5.45,8.68,4.76,7.39,5.02
ENSMUSG00000109089,6.43,7.22,8.6,4.55,6.4,8.93,1.53,5.57
ENSMUSG00000038917,5.12,5.48,5.5,4.98,4.95,4.82,3.95,5.63
ENSMUSG00000109480,2.37,0,4,12.56,0,1.31,3.27,0
ENSMUSG00000109084,0,2.09,3.68,10.13,1.47,6.03,1,4.67
ENSMUSG00000109508,5.72,3.65,10.03,5.85,3.38,7.65,4.94,8.98
ENSMUSG00000038894,167.55,170.41,238.73,207.18,251.68,261.06,152.82,198.82
ENSMUSG00000096938,1.08,3.37,0,1.43,2.36,0.75,1.74,0.87
ENSMUSG00000108847,2.78,0.89,0.69,0.61,0.41,0.68,0.14,0.33
ENSMUSG00000109151,3.81,0.73,0,0,1.53,0.42,0,1.22
ENSMUSG00000109029,1.73,0,0.49,0,0.58,0.48,0,0.92
ENSMUSG00000085573,2.96,1.42,0,0,1.49,1.22,0,0
ENSMUSG00000031502,430.57,465.88,615.87,536.06,449.78,443.42,467.32,524.54
ENSMUSG00000109358,35.23,14.17,16.24,27.06,32.18,21.4,11.67,13.93
ENSMUSG00000031503,210.01,219.83,318.02,294.36,248.24,264.08,266.53,257.73
ENSMUSG00000084783,6.06,5.16,0.38,2.68,2.71,2.23,2.79,0.72
ENSMUSG00000031504,35.21,31.66,35.35,25.47,39.83,30.16,18.68,23.62
ENSMUSG00000110245,14.53,9.49,14.85,11.96,20.41,8.51,6.08,8
ENSMUSG00000096957,13.48,9.55,25.3,10,17.92,16.22,7.93,15.12
ENSMUSG00000031505,8.49,10.17,6.92,6.33,6.77,8.21,8.59,5.27
ENSMUSG00000056228,8.57,9.33,13.83,9.38,13,11.53,6.64,8.75
ENSMUSG00000045969,45.59,41.98,62.71,38.94,48.35,39.1,30.95,50.14
ENSMUSG00000031508,17.56,17.2,23.6,13.8,22.2,16.07,12.07,15.66
ENSMUSG00000104958,0,0,0,0,0,0,0,0
ENSMUSG00000109810,2.4,2.3,0.27,0.95,1.29,1.32,0.66,0.77
ENSMUSG00000031509,1.24,1.78,0,1.85,0,0.17,0.14,0.33
ENSMUSG00000109623,0.2,0.38,0,0.26,0.26,0.11,0.45,0.11
ENSMUSG00000109986,0,0,0,0,0,0.65,0,0
ENSMUSG00000109933,0.64,0,0,0.42,0.43,0,0,0
ENSMUSG00000110177,0.35,2.32,0,0,0.93,0.57,0.32,0
ENSMUSG00000093319,0,0,0,2.72,1.38,0,0,0
ENSMUSG00000031510,1.03,3.54,0,0.27,0.28,0,0,0
ENSMUSG00000110313,2.35,2.25,1.32,2.34,7.12,0,0,5.66
ENSMUSG00000031511,7.02,9.06,9.01,6.37,8.15,8.05,7.03,7.57
ENSMUSG00000110394,0.67,1.93,1.88,1.33,1.35,0,0,0
ENSMUSG00000086500,0,1.75,0,0,0,0,0,0
ENSMUSG00000031512,1.59,2.28,1.56,2.1,2.66,2.63,0.18,3.6
ENSMUSG00000109772,16.32,12.28,0,5.41,1.57,1.93,0,2.49
ENSMUSG00000110002,0,0,0,0,9.42,0,0,0
ENSMUSG00000109995,0.27,0.39,0,0.18,0.73,0.23,0,0
ENSMUSG00000074473,2.18,1.56,0,2.16,2.56,2.1,0,0.58
ENSMUSG00000101899,2.49,0,0,0,0,0.69,0,1.99
ENSMUSG00000110412,0,1.04,0,2.87,0,1.8,0,1.74
ENSMUSG00000089234,0,0,0,1.05,0,0,0,0
ENSMUSG00000047935,0.27,0.32,0,0.58,0.36,0.26,0,0.18
ENSMUSG00000110160,2.04,0,0,0,0.23,0,0,1.27
ENSMUSG00000096014,0.52,0.99,0,0.82,0.14,0.91,0,0
ENSMUSG00000092656,0,0,0,0,0,0,0,0
ENSMUSG00000109921,0.52,1.13,0,0.78,0.35,0.58,0,0
ENSMUSG00000109582,1.38,0,0,0,0.93,0.25,0.63,0
ENSMUSG00000097421,1,2.87,0,0.66,0.67,0.55,0,0
ENSMUSG00000010435,1.02,2.45,0,1.35,0,1.13,0,0
ENSMUSG00000000759,17.46,14.54,17.29,14.15,15.33,14.35,11.2,15.82
ENSMUSG00000088641,0,13.82,0,3.19,0,0,0,0
ENSMUSG00000054910,0.68,1.3,0,0.67,0.68,1.4,0.16,0.72
ENSMUSG00000074469,1.92,0.52,0,1.45,0.18,0.45,0,0
ENSMUSG00000031441,43.07,42.45,58.37,31.23,45.78,39.19,29.18,46.29
ENSMUSG00000084780,0.81,1.55,3.63,1.07,0,1.78,0,3.89
ENSMUSG00000085465,0,1.24,0.73,2.58,1.75,0,0,0
ENSMUSG00000031442,1.53,1.76,0.22,0.83,0.58,0.95,0.16,0.57
ENSMUSG00000079146,0,3.41,3.6,1.42,0.96,1.57,1.64,6.09
ENSMUSG00000086770,3.54,0.56,0,1.17,0,0,0,0.95
ENSMUSG00000105030,0,0,0,0,0,0,0,0
ENSMUSG00000082682,0,0,0,0,0,0,0,0
ENSMUSG00000081951,1.85,0,1.04,0,2.49,0,0,0
ENSMUSG00000031443,1.88,0.77,0,1.07,0,1.19,0,0
ENSMUSG00000031444,1.28,0.7,0,0.61,0.49,0.61,0,0.39
ENSMUSG00000031445,0.36,1.3,0,0.3,0.36,0.35,0.12,0.58
ENSMUSG00000091443,2.23,0,0,0.74,0.75,0.62,0,0
ENSMUSG00000038542,12.49,13.52,17.05,14.5,14.82,13.08,8.28,13.43
ENSMUSG00000091784,0.54,0,0,0,0,1.5,0,0.29
ENSMUSG00000031446,17.41,17.94,22.55,17.89,22.23,18.79,17.02,21.48
ENSMUSG00000098532,0,0,0,0,0,0,0,0
ENSMUSG00000031447,162.12,141.85,248.57,216,208.64,229.75,228.52,185.66
ENSMUSG00000038515,6.72,6.09,6.53,5.1,10.02,7.9,8.54,7.84
ENSMUSG00000088054,0,7.05,8.27,0,0,0,10.15,7.86
ENSMUSG00000099338,1.06,1.01,0,0.47,0.47,0.39,0,1.69
ENSMUSG00000031448,1.2,1.23,0.05,0.28,0.46,1.08,0,0.37
ENSMUSG00000038506,5.01,4.9,5.47,5.38,6.26,7.97,3.97,5.31
ENSMUSG00000107531,4.61,0.44,0.52,1.22,1.86,3.05,0.85,3.2
ENSMUSG00000089026,4.86,0,0,0,0,5.36,2.23,10.38
ENSMUSG00000107742,1.42,3.4,5.05,2.82,6.83,2.61,1.96,2.78
ENSMUSG00000038497,8.34,7.25,11.79,7.42,8.45,7.5,7.1,7.17
ENSMUSG00000038482,17.58,17.36,19.46,23.29,24.63,21.53,21.63,19.81
ENSMUSG00000031449,2.32,3.49,0,0.88,0,0.18,0,0.18
ENSMUSG00000110311,2.75,0,0,0,0,0,0.21,0
ENSMUSG00000031450,2.11,1.04,0.06,0.6,0.65,0.41,0.03,0.3
ENSMUSG00000038457,3.16,3.03,0.53,0.42,1.49,1.4,1.89,1.52
ENSMUSG00000031451,386.53,336.95,625.97,1036.16,794.01,1192.91,941.67,382.8
ENSMUSG00000110278,9.39,6.07,10.44,9.26,6.31,6.39,2.91,15.06
ENSMUSG00000031452,23.58,21.92,32.45,22.85,17.03,12.25,11.17,34.61
ENSMUSG00000031453,213.04,220.79,324.53,165.75,183.28,183.19,150.91,254.19
ENSMUSG00000090336,2.5,1.4,0.06,0.62,0.91,0.86,0.24,0.39
ENSMUSG00000109617,0.94,1.49,0.35,0.21,0,0,0,0
ENSMUSG00000038416,34.34,35.82,48.57,30.86,36.17,33.11,31.29,34.97
ENSMUSG00000038398,15.1,13.81,17.31,16.78,15.01,14.98,11.61,11.9
ENSMUSG00000057116,1.11,0.46,0,0.52,0.75,0.17,0.15,0.17
ENSMUSG00000047710,14.36,12.57,14.96,10.74,11.73,12.03,10.08,9.73
ENSMUSG00000104767,0,0,0,0,0,0,0,0
ENSMUSG00000065817,0,0,0,0,5.17,0,0,6.17
ENSMUSG00000031458,1.65,2.98,1.34,1.82,2.09,1.21,1.01,1.57
ENSMUSG00000068631,1.57,4.51,0,0,0,1.73,0,0
ENSMUSG00000038365,9.75,9.98,10.29,8.12,8.35,8.35,7.03,9.34
ENSMUSG00000050052,1.92,1.02,1.62,2.12,1,2.24,2.06,1.25
ENSMUSG00000110058,4.16,1.99,0,1.84,0,0,0.96,0.37
ENSMUSG00000051978,11.64,11.15,18.39,14.38,12.26,14.42,14.47,11.6
ENSMUSG00000109982,0.49,0.24,0.69,0.49,1.32,0.41,0.45,0.39
ENSMUSG00000074461,1.41,0,0.26,1.24,0.32,0.13,0.22,0.63
ENSMUSG00000047495,2.36,0.47,0,0.43,0.44,0.72,0.07,0.43
ENSMUSG00000085371,0.82,0,0,1.09,2.77,0.91,0,0.88
ENSMUSG00000088311,0,0,0,0,0,0,0,0
ENSMUSG00000106670,0,0,0,18.41,0,0,0,0
ENSMUSG00000084945,1.23,0,0,0,0,2.04,0,1.32
ENSMUSG00000026317,3.81,4.79,5.99,3.27,3,4.1,2.33,3.09
ENSMUSG00000071176,14.12,17.37,23.23,17.63,19.26,17.72,14.14,14.16
ENSMUSG00000090024,0,0,1.89,4.46,0,1.86,0.52,1.2
ENSMUSG00000055675,23.97,86.53,35.69,19.73,35.17,31.89,17.41,40.6
ENSMUSG00000098322,0,1.3,0,0,0,0,0,0
ENSMUSG00000102615,2.81,1.05,1.51,0.73,2.79,1.35,0.79,1.24
ENSMUSG00000049008,0,0,0,0.37,0,0,0.26,0.6
ENSMUSG00000109871,0.46,0.88,0,1.22,0,0.76,0,0
ENSMUSG00000109965,1.55,4.44,0.43,1.54,0,0,0.71,0.83
ENSMUSG00000031461,1.07,0.76,0.13,0.6,0.65,0.62,0,0.21
ENSMUSG00000083000,2.08,1.5,0,0,0.35,0.86,0.72,0
ENSMUSG00000110286,0,0.52,0,1.8,1.83,0,0,0
ENSMUSG00000109886,0.54,1.04,0,0,0,0.6,0,0.29
ENSMUSG00000077503,18.8,3.6,0,0,0,0,0,6.03
ENSMUSG00000109748,2.36,1.13,0,1.25,0,0.26,0,1.26
ENSMUSG00000089459,0,0,0,0,0,0,0,0
ENSMUSG00000094608,0,8.71,0,0,0,0,0,0
ENSMUSG00000094971,0,0,0,6.02,3.05,5.02,0,0
ENSMUSG00000110288,0,0,0,0,0,0,0,0
ENSMUSG00000109839,0.75,0.36,0,0.49,0.5,0.21,0,0
ENSMUSG00000110356,0,4.34,0,0,5.08,1.67,0,0.81
ENSMUSG00000110392,0.7,6.7,0,0.46,0,0,0,2.62
ENSMUSG00000110217,0,0,0,4.25,1.72,2.12,0,0
ENSMUSG00000110201,0.29,0.42,0,1.26,0.29,0.24,0.13,0
ENSMUSG00000109757,2.82,0.9,2.11,1.24,0,1.55,0,0.5
ENSMUSG00000060924,108.63,115.13,127.91,50.21,74.69,55.69,51.04,115.88
ENSMUSG00000093142,24.4,23.37,20.57,0,8.2,0,5.61,0
ENSMUSG00000085150,2.67,2.56,0,0.35,0.72,2.36,0.25,0
ENSMUSG00000087363,0.74,0,0.84,0,0.25,0,0,0.4
ENSMUSG00000109616,2.09,0.18,0,0,0.26,0,0.09,0.1
ENSMUSG00000110132,0,2.04,0,0.56,0,0,0.2,0
ENSMUSG00000087892,0,0,0,0,0,0,0,13.37
ENSMUSG00000109625,69.05,53.33,80.05,34.59,55.08,25.9,28.98,80.34
ENSMUSG00000088320,0,4.36,0,0,3.05,0,0,0
ENSMUSG00000110056,0,1,0,2.76,0,0,0,0
ENSMUSG00000077675,19.09,10.97,0,0,7.7,2.11,0,0
ENSMUSG00000039842,3.52,3.81,3.78,4.37,4.39,4.92,3.42,4.07
ENSMUSG00000077287,3.88,0,0,7.7,0,0,0,0
ENSMUSG00000087300,4.39,1.91,1.35,0.53,0.8,1.54,1.47,0.64
ENSMUSG00000090334,0,0,0,0.88,1.79,2.95,1.23,3.56
ENSMUSG00000031465,78.08,116.33,79.09,56.11,87.42,58.91,50.57,84.32
ENSMUSG00000031467,6.63,7.33,7.69,5.99,7.73,7.12,6.98,6.4
ENSMUSG00000109784,3.55,6.8,4.98,2.77,3.4,3.43,3.21,4.33
ENSMUSG00000110530,0.2,1.34,0,0.66,0.13,0.11,0,0.64
ENSMUSG00000110651,10.56,3.89,0,2.15,2.18,2.69,0.37,0.87
ENSMUSG00000039814,0.72,1.27,0,0.32,1.05,0.6,0.22,0.26
ENSMUSG00000088420,4.86,0,0,0,0,0,0,0
ENSMUSG00000053678,1.29,0,0,0,1.73,0,0.59,0
ENSMUSG00000053695,0,1.36,0,1.88,0,2.35,0,0
ENSMUSG00000053790,0,0,0,2.32,0,2.9,0,0
ENSMUSG00000080726,2.45,2.82,0,0.33,0.33,1.63,0,0.52
ENSMUSG00000061847,3.97,7.6,0,5.26,0,2.19,0,0
ENSMUSG00000043787,0.5,1.43,0,0,0,0,0,0
ENSMUSG00000052554,0,0,0,0,0,0,0,0
ENSMUSG00000059463,1.44,0,0,0.19,0,0.32,0.26,1.08
ENSMUSG00000110641,0,0.66,0,1.36,0.92,1.89,0,0
ENSMUSG00000079842,0,0,0,0,0,0.63,0,2.45
ENSMUSG00000110542,1.02,1.79,0.05,0.45,0.23,0.42,0.2,0.45
ENSMUSG00000046354,0,0,0,4.87,0,0,2.26,0
ENSMUSG00000059230,0,0,0,0.73,0,0,0.51,0.59
ENSMUSG00000081163,0,7.45,0,0,0,0,0,0
ENSMUSG00000050756,0,0,0,0,0,0,0,0
ENSMUSG00000071169,0,0,0,1.9,0,0,0,0
ENSMUSG00000039785,0,4.63,0,1.6,0,1.33,0,0
ENSMUSG00000081901,0,1.68,0,4.65,3.54,0,0,1.88
ENSMUSG00000039775,3.64,0,0,0,0,2.01,0.84,2.92
ENSMUSG00000081154,0,2.35,0,0,0,0,0,0
ENSMUSG00000082710,0,0,0,3.17,0,3.96,0,0
ENSMUSG00000031471,1.74,0,0,0,0,0,0,2.79
ENSMUSG00000080894,7.34,0,0,2.08,0,2.32,0.48,1.12
ENSMUSG00000081094,5.92,4.05,13.32,2.8,5.69,7.01,7.4,3.62
ENSMUSG00000098798,0,0,0,0,0,0,0,0
ENSMUSG00000037790,0,0,0,3.25,8.78,0,0,0
ENSMUSG00000082650,0,0.92,0,0,0,0,0,1.54
ENSMUSG00000098476,0,0,0,0,0,0,0,0
ENSMUSG00000083218,0.8,0.77,0,0.64,0.32,0.62,0.37,0
ENSMUSG00000081920,0,3.23,0,0,0,0,0,0
ENSMUSG00000110463,1.19,0,0,0,0.4,0.99,0,0
ENSMUSG00000087153,8.7,10,8.48,5.77,8.97,9.61,13.08,16.12
ENSMUSG00000110531,6.92,4.14,0,2.29,2.33,1.43,1.99,0
ENSMUSG00000096265,0.99,0.76,0.11,0.4,0,0.33,0,0.11
ENSMUSG00000110669,9.01,8.63,17.73,32.83,21.19,29.86,4.15,7.22
ENSMUSG00000097230,1.12,0.6,1.75,1.57,1.51,2.41,1.55,1.87
ENSMUSG00000110591,0.48,0.69,0,0.63,0.64,0.13,0,0
ENSMUSG00000110460,2.29,0,0,2.28,0,1.27,0,0
ENSMUSG00000110649,9.48,15.89,18.65,18.84,23.09,19.64,17.99,15.2
ENSMUSG00000110589,0,0,0,0,1.2,0,2.47,0
ENSMUSG00000094421,0,9.93,0.45,3.17,1.61,3.08,0.37,2.13
ENSMUSG00000110458,49.57,64.74,103.85,29.85,15.14,37.33,49.74,81.88
ENSMUSG00000096401,12.91,26.79,31.44,20.66,18.07,18.12,7.42,14.95
ENSMUSG00000071796,4.2,4.88,6.51,3.38,5.44,5.46,4.23,5.61
ENSMUSG00000097263,0.49,0.47,0,0.65,0,0,0.9,0.79
ENSMUSG00000074449,0.59,1.33,0.67,0.39,0.27,0.55,0.09,0.32
ENSMUSG00000110637,3.46,0.83,0,4.01,2.91,2.39,0,0.92
ENSMUSG00000071793,9.25,13.12,16.21,10.5,12.03,9.62,9.28,11.69
